index	title	author	date	genre	genre_hum	x	y
00010524	No pockets in a shroud	McCoy, Horace	1937	Detective and mystery	Detective and mystery	8.716813087463379	0.35738515853881836
00010529	Tish marches on	Rinehart, Mary Roberts	1937	Detective and mystery	Detective and mystery	5.463275909423828	-4.409779071807861
00010531	Of mice and men	Steinbeck, John	1937	Westerns	Westerns	3.1558852195739746	-2.025116205215454
00010551	Dance of death	McCloy, Helen	1938	Detective and mystery	Detective and mystery	7.436996936798096	-3.607192277908325
00010559	The four of hearts	Queen, (House)	1938	Detective and mystery	Detective and mystery	8.603242874145508	-2.9072465896606445
00010580	The case of the perjured parrot	Gardner, Erle Stanley	1939	Detective and mystery	Detective and mystery	10.608194351196289	-2.620962619781494
00010581	The case of the rolling bones	Gardner, Erle Stanley	1939	Detective and mystery	Detective and mystery	10.605737686157227	-2.618448495864868
00010585	The footprints on the ceiling	Rawson, Clayton	1939	Detective and mystery	Detective and mystery	8.974488258361816	-3.007756471633911
00010588	Mountain cat Murders	Stout, Rex	1939	Detective and mystery	Detective and mystery	11.477215766906738	-1.957011342048645
00010598	The man who could not shudder	Carr, John Dickson	1940	Detective and mystery	Detective and mystery	6.857323169708252	-6.661607265472412
00010603	Unexpected night	Daly, Elizabeth	1940	Detective and mystery	Detective and mystery	7.173245906829834	-4.716388702392578
00010605	The hamlet	Faulkner, William	1940	Domestic	Domestic	1.3519914150238037	-2.5773470401763916
00010613	The so blue marble	Hughes, Dorothy Belle	1940	Detective and mystery	Detective and mystery	7.668271541595459	-1.8512269258499146
00010619	Time off for murder	Popkin, Zelda	1940	Detective and mystery	Detective and mystery	8.95276165008545	-2.0399136543273926
00010621	The headless lady	Rawson, Clayton	1940	Detective and mystery	Detective and mystery	8.957744598388672	-2.802050828933716
00010622	The dead can tell	Reilly, Helen	1940	Detective and mystery	Detective and mystery	7.684459209442139	-3.1971631050109863
00010633	Murders in volume 2	Daly, Elizabeth	1941	Detective and mystery	Detective and mystery	7.167247295379639	-3.8312745094299316
00010653	Red threads	Stout, Rex	1941	Detective and mystery	Detective and mystery	11.68105697631836	-1.8858017921447754
00010666	The light of western stars	Grey, Zane	1942	Westerns	Westerns	-5.125597953796387	-9.44464111328125
00010672	Mother finds a body	Lee, Gypsy Rose	1942	Detective and mystery	Detective and mystery	9.018500328063965	-0.1159486472606659
00010679	Burn: witch: burn!	Merritt, Abraham	1942	Detective and mystery	Detective and mystery	7.4586181640625	-4.460949420928955
00010685	Calamity town	Queen, (House)	1942	Detective and mystery	Detective and mystery	8.346571922302246	-3.102952480316162
00010687	Name your poison	Reilly, Helen	1942	Detective and mystery	Detective and mystery	7.6298956871032715	-3.4338772296905518
00010694	The robber bridegroom	Welty, Eudora	1942	Historical	Historical	-0.391280859708786	-4.482235431671143
00010703	Murder for two	Coxe, George Harmon	1943	Detective and mystery	Detective and mystery	9.120718955993652	-0.8060368895530701
00010715	Blood on Lake Louisa	Kendrick, Baynard	1943	Detective and mystery	Detective and mystery	7.823862552642822	-3.995706796646118
00010721	The goblin market	McCloy, Helen	1943	Detective and mystery	Detective and mystery	7.375875949859619	-3.270231246948242
00010731	Canal town	Adams, Samuel Hopkins	1944	Historical	Historical	-4.017567157745361	-3.3071398735046387
00010740	The book of the dead	Daly, Elizabeth	1944	Detective and mystery	Detective and mystery	7.1919426918029785	-3.7679452896118164
00010746	The delicate ape	Hughes, Dorothy Belle	1944	Detective and mystery	Detective and mystery	8.090743064880371	-1.928652286529541
00010753	Panic	McCloy, Helen	1944	Science fiction	Science fiction	6.927182674407959	-3.6844663619995117
00010769	The indigo necklace	Crane, Frances	1945	Detective and mystery	Detective and mystery	7.408810138702393	-2.183871269226074
00010784	Knife in my back	Merwin, Sam	1945	Detective and mystery	Detective and mystery	8.204131126403809	-2.5780558586120605
00010790	The murderer is a fox	Queen, (House)	1945	Detective and mystery	Detective and mystery	8.155000686645508	-2.879721164703369
00010792	The red right hand	Rogers, Joel Townsley	1945	Detective and mystery	Detective and mystery	7.3144001960754395	-0.9023852348327637
00010805	He who whispers	Carr, John Dickson	1946	Detective and mystery	Detective and mystery	6.630219459533691	-6.798309326171875
00010810	The wrong way down	Daly, Elizabeth	1946	Detective and mystery	Detective and mystery	7.196423530578613	-3.7475085258483887
00010812	Lady to kill	Dent, Lester	1946	Detective and mystery	Detective and mystery	8.196049690246582	-1.8182475566864014
00010813	Five passengers from Lisbon	Eberhart, Mignon Good	1946	Detective and mystery	Detective and mystery	7.622265815734863	-3.0538523197174072
00010817	One for the money	Lambert, Janet	1946	Detective and mystery	Detective and mystery	5.381003379821777	-0.9941213726997375
00010828	The silent speaker	Stout, Rex	1946	Detective and mystery	Detective and mystery	11.918539047241211	-1.7851512432098389
00010837	The last of Phillip Banter	Bardin, John Franklin	1947	Detective and mystery	Detective and mystery	8.023204803466797	-1.569334864616394
00010840	The angry wife	Buck, Pearl S.	1947	Domestic	Domestic	0.11142167448997498	-3.668478488922119
00010867	The mislaid charm	Phillips, Alexander Moore	1947	Science fiction	Science fiction	6.358035087585449	-3.235482692718506
00010871	I: the jury	Spillane, Mickey	1947	Detective and mystery	Detective and mystery	9.43442440032959	0.6739600896835327
00010880	The chocolate cobweb	Armstrong, Charlotte	1948	Romance	Romance	7.28275728225708	-2.2975289821624756
00010883	The dead ringer	Brown, Fredric	1948	Detective and mystery	Detective and mystery	9.261478424072266	0.6683279871940613
00010893	My glorious brothers	Fast, Howard	1948	Historical	Historical	-4.845552921295166	-4.808048248291016
00010896	The blue hour	Godey, John	1948	Detective and mystery	Detective and mystery	8.392367362976074	-1.6567535400390625
00010927	The body beautiful	Ballinger, Bill Sanborn	1949	Detective and mystery	Detective and mystery	9.331733703613281	0.48914197087287903
00010928	Exiles of time	Bond, Nelson Slade	1949	Science fiction	Science fiction	-7.6435370445251465	-0.5620829463005066
00010933	The asphalt jungle	Burnett, W. R.	1949	Detective and mystery	Detective and mystery	8.57607364654541	-0.3957675099372864
00010941	Sixth column	Heinlein, Robert A.	1949	Science fiction	Science fiction	-6.838293552398682	1.9223304986953735
00010959	Skylark of Valeron	Smith, E. E.	1949	Science fiction	Science fiction	-8.744498252868652	1.5207322835922241
00010970	I: robot	Asimov, Isaac	1950	Science fiction	Science fiction	-8.008150100708008	1.5452826023101807
00010971	Pebble in the sky	Asimov, Isaac	1950	Science fiction	Science fiction	-8.207576751708984	1.372788906097412
00010988	The case of the one-eyed witness	Gardner, Erle Stanley	1950	Detective and mystery	Detective and mystery	10.580605506896973	-2.6039113998413086
00010996	The brass cupcake	MacDonald, John D.	1950	Detective and mystery	Detective and mystery	8.47334098815918	0.3876795470714569
00011000	Murder charge	Miller, (House)	1950	Detective and mystery	Detective and mystery	8.952878952026367	-0.20286506414413452
00011020	A passage to India	Forster, E. M.	1924	Political	Political	2.33099365234375	-9.882306098937988
00011024	Mrs. Dalloway	Woolf, Virginia	1925	Domestic	Domestic	2.0107510089874268	-8.468294143676758
00011028	Unnatural Death	Sayers, Dorothy L.	1927	Detective and mystery	Detective and mystery	6.33411979675293	-8.792763710021973
00011030	To the lighthouse	Woolf, Virginia	1927	Domestic	Domestic	1.4474483728408813	-8.44569206237793
00011046	Lost horizon	Hilton, James	1933	Fantasy	Fantasy	-0.4323574900627136	-8.941205978393555
00011061	Rebecca	Du Maurier, Daphne	1938	Romance	Romance	2.6953916549682617	-6.682428359985352
00011074	The Screwtape letters	Lewis, C. S.	1942	Religious	Religious	-1.8571244478225708	-5.37487268447876
00011086	Return to Jalna	De la Roche, Mazo	1946	Domestic	Domestic	1.5277589559555054	-8.21424674987793
00011098	The grass is singing	Lessing, Doris	1950	Domestic	Domestic	1.0423717498779297	-8.214540481567383
00011099	The lion: the witch and the wardrobe	Lewis, C. S.	1950	Fantasy	Fantasy	-0.30504730343818665	-4.670637130737305
00011121	The safety pin	Fletcher, Joseph Smith	1924	Detective and mystery	Detective and mystery	6.3623456954956055	-9.982782363891602
00011180	The northing tramp	Wallace, Edgar	1926	Detective and mystery	Detective and mystery	5.619278430938721	-7.552500247955322
00011192	The secret of Father Brown	Chesterton, G. K.	1927	Detective and mystery	Detective and mystery	2.6973750591278076	-10.797607421875
00011233	The masqueraders	Heyer, Georgette	1928	Romance	Romance	0.38203030824661255	-12.068595886230469
00011235	Lady Chatterley's lover	Lawrence, D. H.	1928	Romance	Romance	1.8724398612976074	-8.646880149841309
00011238	Memoirs of a fox-hunting man	Sassoon, Siegfried	1928	War stories	War stories	3.3089911937713623	-7.479116439819336
00011255	The Seven dials mystery	Christie, Agatha	1929	Detective and mystery	Detective and mystery	7.217574596405029	-8.059292793273926
00011260	Paradise court	Fletcher, Joseph Smith	1929	Detective and mystery	Detective and mystery	-0.8400623202323914	-8.044784545898438
00011272	The treasure house of Martin Hews	Oppenheim, E. Phillips	1929	Detective and mystery	Detective and mystery	4.993760108947754	-11.345295906066895
00011274	The purple cloud	Shiel, Matthew Phipps	1929	Science fiction	Science fiction	1.378091812133789	-9.939565658569336
00011275	Red aces	Wallace, Edgar	1929	Detective and mystery	Detective and mystery	5.876975059509277	-10.027303695678711
00011306	The fourth plague	Wallace, Edgar	1930	Detective and mystery	Detective and mystery	5.721698760986328	-10.241952896118164
00011327	Pontifex: son & Thorndyke	Freeman, Richard Austin	1931	Detective and mystery	Detective and mystery	7.319202423095703	-10.870430946350098
00011333	The corn king and the spring queen	Mitchison, Naomi	1931	Historical	Historical	-6.398647308349609	-5.893091678619385
00011337	Simple Peter Cradd	Oppenheim, E. Phillips	1931	Detective and mystery	Detective and mystery	4.838388442993164	-11.333596229553223
00011374	Royal flush	Irwin, Margaret	1932	Historical	Historical	-1.4715275764465332	-10.584769248962402
00011385	Last men in London	Stapledon, Olaf	1932	Science fiction	Science fiction	-4.629072189331055	-3.2372090816497803
00011404	Murder at Monte Carlo	Oppenheim, E. Phillips	1933	Detective and mystery	Detective and mystery	5.024262428283691	-11.289097785949707
00011410	High rising	Thirkell, Angela	1933	Domestic	Domestic	3.3587093353271484	-8.424395561218262
00011419	Heavy weather	Wodehouse, P. G.	1933	Detective and mystery	Detective and mystery	4.4247612953186035	-9.531659126281738
00011429	For the defence: Dr. Thorndyke	Freeman, Richard Austin	1934	Detective and mystery	Detective and mystery	7.316601753234863	-10.862889289855957
00011434	Butcher's broom	Gunn, Neil M.	1934	Historical	Historical	1.1710875034332275	-8.91085433959961
00011445	The strange boarders of Palace Crescent	Oppenheim, E. Phillips	1934	Detective and mystery	Detective and mystery	4.986154079437256	-11.338388442993164
00011461	Death in the stocks	Heyer, Georgette	1935	Detective and mystery	Detective and mystery	7.364577770233154	-8.15273666381836
00011491	Whiteoak harvest	De la Roche, Mazo	1936	Domestic	Domestic	1.4472291469573975	-8.198780059814453
00011496	We are not alone	Hilton, James	1936	Detective and mystery	Detective and mystery	5.645527362823486	-6.019064903259277
00011547	Star Maker	Stapledon, Olaf	1937	Science fiction	Science fiction	-4.7231526374816895	-3.1071810722351074
00011584	The doomsday men	Priestley, J. B.	1938	Science fiction	Science fiction	5.789609432220459	-6.5636396408081055
00011590	The code of the Woosters	Wodehouse, P. G.	1938	Detective and mystery	Detective and mystery	4.459925174713135	-9.533345222473145
00011606	The stoneware monkey	Freeman, Richard Austin	1939	Detective and mystery	Detective and mystery	7.338342666625977	-10.876522064208984
00011649	Whiteoak heritage	De la Roche, Mazo	1940	Domestic	Domestic	1.5231032371520996	-8.095227241516113
00011650	Mr. Polton explains	Freeman, Richard Austin	1940	Detective and mystery	Detective and mystery	7.319487571716309	-10.816089630126953
00011675	N or M?	Christie, Agatha	1941	Detective and mystery	Detective and mystery	7.0254034996032715	-7.77182674407959
00011700	Heads you lose	Brand, Christianna	1942	Detective and mystery	Detective and mystery	6.912882328033447	-7.26107120513916
00011709	A man lay dead	Marsh, Ngaio	1942	Detective and mystery	Detective and mystery	6.920492649078369	-7.5946760177612305
00011717	V for vengeance	Wheatley, Dennis	1942	War stories	War stories	3.98905611038208	-6.576141834259033
00011731	Death in ecstasy	Marsh, Ngaio	1943	Detective and mystery	Detective and mystery	6.722489833831787	-7.7931718826293945
00011732	Speedy death	Mitchell, Gladys	1943	Detective and mystery	Detective and mystery	7.1396164894104	-8.322261810302734
00011734	Somebody at the door	Postgate, Raymond	1943	Detective and mystery	Detective and mystery	5.010049819946289	-8.881305694580078
00011739	The dark street	Cheyney, Peter	1944	Detective and mystery	Detective and mystery	9.357494354248047	-5.993239402770996
00011741	You'd be surprised	Cheyney, Peter	1944	Detective and mystery	Detective and mystery	9.492218017578125	-5.8565568923950195
00011753	The friendly young ladies	Renault, Mary	1944	Romance	Romance	2.8219125270843506	-9.08398723602295
00011765	Sparkling cyanide	Christie, Agatha	1945	Detective and mystery	Detective and mystery	7.546457767486572	-7.802801609039307
00011782	Animal farm	Orwell, George	1945	Political	Political	-1.357785940170288	-5.091808319091797
00011786	Death of a swagman	Upfield, Arthur W.	1945	Detective and mystery	Detective and mystery	5.222421646118164	-7.435913562774658
00011743	Towards zero	Christie, Agatha	1944	Detective and mystery	Detective and mystery	7.973681449890137	-8.012710571289062
00011796	Dark hero	Cheyney, Peter	1946	Detective and mystery	Detective and mystery	9.459015846252441	-5.900179862976074
00011823	The labours of Hercules	Christie, Agatha	1947	Detective and mystery	Detective and mystery	7.561498641967773	-8.413686752319336
00011842	The bone is pointed	Upfield, Arthur W.	1947	Detective and mystery	Detective and mystery	5.132720470428467	-7.405096054077148
00011843	Wicked uncle	Wentworth, Patricia	1947	Detective and mystery	Detective and mystery	6.921609878540039	-7.118214130401611
00011848	More work for the undertaker	Allingham, Margery	1948	Detective and mystery	Detective and mystery	6.255554676055908	-7.622490882873535
00011855	The foundling	Heyer, Georgette	1948	Romance	Romance	0.41393545269966125	-12.06466007232666
00011860	The Dancing Druids	Mitchell, Gladys	1948	Detective and mystery	Detective and mystery	5.94929838180542	-8.719785690307617
00011871	The case of William Smith	Wentworth, Patricia	1948	Detective and mystery	Detective and mystery	6.929390907287598	-7.085257530212402
00011903	Elephant's work	Bentley, Edmund Clerihew	1950	Detective and mystery	Detective and mystery	5.166916847229004	-9.515035629272461
00011916	Jeremy Poldark	Graham, Winston	1950	Historical	Historical	2.0621790885925293	-8.383153915405273
00020003	The stars: like dust	Asimov, Isaac	1951	Science fiction	Science fiction	-8.205883026123047	1.4530109167099
00020013	The blind spot	Hall, Austin	1951	Science fiction	Science fiction	0.5932886004447937	-10.163576126098633
00020016	The puppet masters	Heinlein, Robert A.	1951	Science fiction	Science fiction	-6.7936811447143555	1.9725959300994873
00020033	The long wait	Spillane, Mickey	1951	Detective and mystery	Detective and mystery	9.469354629516602	0.6506303548812866
00020049	Deep end	Brown, Fredric	1952	Detective and mystery	Detective and mystery	9.254295349121094	0.8740164637565613
00020089	The lights in the sky are stars	Brown, Fredric	1953	Science fiction	Science fiction	-6.272891998291016	1.5090663433074951
00020105	A kiss before dying	Levin, Ira	1953	Detective and mystery	Detective and mystery	7.117548942565918	-0.32971420884132385
00020106	Mystery of the third mine	Lowndes, Robert W	1953	Science fiction	Science fiction	-7.193860054016113	1.405667781829834
00020123	The golden spiders	Stout, Rex	1953	Detective and mystery	Detective and mystery	11.93985652923584	-1.7685714960098267
00020153	Unfinished crime	McCloy, Helen	1954	Detective and mystery	Detective and mystery	7.175124168395996	-3.6069979667663574
00020170	The Ponder heart	Welty, Eudora	1954	Domestic	Domestic	3.8905510902404785	-1.287739872932434
00020180	The body snatchers	Finney, Jack	1955	Science fiction	Science fiction	7.481523513793945	0.1755843162536621
00020239	April evil	MacDonald, John D.	1956	Detective and mystery	Detective and mystery	8.082911491394043	0.6879258751869202
00020242	Badge of evil	Masterson, (House)	1956	Detective and mystery	Detective and mystery	8.523188591003418	1.2105836868286133
00020261	Might as well be dead	Stout, Rex	1956	Detective and mystery	Detective and mystery	11.947648048400879	-1.772910475730896
00020285	The tall stranger	L'Amour, Louis	1957	Westerns	Westerns	-7.429835319519043	-9.469837188720703
00020295	Star born	Norton, Andre	1957	Science fiction	Science fiction	-7.95819091796875	-0.5699005722999573
00020303	Big planet	Vance, Jack	1957	Science fiction	Science fiction	-7.8555498123168945	-1.1946957111358643
00020365	The Manchurian candidate	Condon, Richard	1959	Political	Political	-4.218177795410156	1.7981189489364624
00020395	The sirens of Titan	Vonnegut, Kurt	1959	Science fiction	Science fiction	-5.333615779876709	2.5291428565979004
00020401	In spite of thunder	Carr, John Dickson	1960	Detective and mystery	Detective and mystery	6.734305381774902	-6.694777011871338
00020453	Spencer's mountain	Hamner, Earl	1961	Domestic	Domestic	1.9926761388778687	-2.1192777156829834
00020454	Stranger in a strange land	Heinlein, Robert A.	1961	Science fiction	Science fiction	-5.629633903503418	2.8465914726257324
00020455	If the South had won the Civil War	Kantor, MacKinlay	1961	Historical	Historical	-2.1962950229644775	-4.943544864654541
00020456	A walk with love and death	Koning, Hans	1961	Historical	Historical	-0.7217748761177063	-4.342982292175293
00020496	Unwise child	Garrett, Randall	1962	Science fiction	Science fiction	-7.265107154846191	2.00215220451355
00020504	Shalako	L'Amour, Louis	1962	Westerns	Westerns	-7.475778102874756	-9.424598693847656
00020546	Fallon	L'Amour, Louis	1963	Westerns	Westerns	-7.40363883972168	-9.452750205993652
00020575	With intent to kill	Coxe, George Harmon	1964	Detective and mystery	Detective and mystery	8.788143157958984	-1.1844414472579956
00020584	The case of the daring divorcee	Gardner, Erle Stanley	1964	Detective and mystery	Detective and mystery	10.64780044555664	-2.645117998123169
00020596	A purple place for dying	MacDonald, John D.	1964	Detective and mystery	Detective and mystery	7.9248552322387695	0.8433781862258911
00020597	Nightmare in pink	MacDonald, John D.	1964	Detective and mystery	Detective and mystery	7.585289001464844	1.1113072633743286
00020610	Day of the guns	Spillane, Mickey	1964	Detective and mystery	Detective and mystery	9.886577606201172	1.5564981698989868
00020635	Bill: the galactic hero	Harrison, Harry	1965	Science fiction	Science fiction	-7.335793972015381	2.2040352821350098
00020639	The high graders	L'Amour, Louis	1965	Westerns	Westerns	-7.425793170928955	-9.475957870483398
00020642	A deadly shade of gold	MacDonald, John D.	1965	Detective and mystery	Detective and mystery	7.451929092407227	1.2613955736160278
00020652	A plague of pythons	Pohl, Frederik	1965	Science fiction	Science fiction	-6.4090576171875	1.1190444231033325
00020658	Detective's due	Linington, Elizabeth	1965	Detective and mystery	Detective and mystery	11.663000106811523	2.385427713394165
00020681	Gascoyne	Crawford, Stanley G.	1966	Detective and mystery	Detective and mystery	8.643949508666992	3.3237578868865967
00020689	The unexpected Mrs. Pollifax	Gilman, Dorothy	1966	Detective and mystery	Detective and mystery	7.4780049324035645	-2.047780990600586
00020727	The cat who ate Danish modern	Braun, Lilian Jackson	1967	Detective and mystery	Detective and mystery	8.026166915893555	3.4518120288848877
00020745	The fixer	Malamud, Bernard	1967	Historical	Historical	-2.960421323776245	-1.4222465753555298
00020763	The delta factor	Spillane, Mickey	1967	Detective and mystery	Detective and mystery	9.67317008972168	1.77849280834198
00020774	Nova	Delany, Samuel R	1968	Science fiction	Science fiction	-7.885777950286865	3.2945761680603027
00020788	Mr. Splitfoot	McCloy, Helen	1968	Detective and mystery	Detective and mystery	6.814932823181152	-3.380932092666626
00020805	Myra Breckinridge	Vidal, Gore	1968	Science fiction	Science fiction	-1.8792672157287598	1.4196630716323853
00020844	New moon rising	Price, Eugenia	1969	Historical	Historical	-3.207103967666626	-2.947091579437256
00020852	Bug Jack Barron	Spinrad, Norman	1969	Science fiction	Science fiction	-1.941421389579773	5.229253768920898
00020854	The dame	Westlake, Donald E	1969	Detective and mystery	Detective and mystery	8.781514167785645	3.1809089183807373
00020856	Emphyrio	Vance, Jack	1969	Science fiction	Science fiction	-9.529610633850098	0.16515159606933594
00020857	The deadly isles	Vance, Jack	1969	Detective and mystery	Detective and mystery	7.875333309173584	-1.5806132555007935
00020860	The lonely hunter	Wilcox, Collin	1969	Detective and mystery	Detective and mystery	10.315765380859375	3.125105142593384
00020866	Tau zero	Anderson, Poul	1970	Science fiction	Science fiction	-8.599575996398926	2.6919105052948
00020891	I will fear no evil	Heinlein, Robert A.	1970	Science fiction	Science fiction	-5.580156326293945	2.8639001846313477
00020916	The Anderson tapes	Sanders, Lawrence	1970	Detective and mystery	Detective and mystery	9.33517837524414	5.524188995361328
00020931	Losing battles	Welty, Eudora	1970	Domestic	Domestic	2.116406202316284	-2.0288541316986084
00020948	The tactics of mistake	Dickson, Gordon R	1971	Science fiction	Science fiction	-8.647550582885742	1.6061843633651733
00020959	The blood oranges	Hawkes, John	1971	Romance	Romance	-0.6323288679122925	-1.149085521697998
00020975	The drifters	Michener, James A.	1971	Adventure	Adventure	-3.9419944286346436	0.6625397205352783
00020999	No one goes there now	Walling, William	1971	Science fiction	Science fiction	-10.077798843383789	2.228205680847168
00021039	Sadie when she died	McBain, Ed	1972	Detective and mystery	Detective and mystery	9.456167221069336	4.939873218536377
00021072	The optimist's daughter	Welty, Eudora	1972	Domestic	Domestic	3.261096715927124	-1.53886079788208
00021099	Time enough for love	Heinlein, Robert A.	1973	Science fiction	Science fiction	-5.7017974853515625	2.947152614593506
00021149	The oath	Wiesel, Elie	1973	Historical	Historical	-4.378168106079102	-1.4245356321334839
00021167	The reincarnation of Peter Proud	Ehrlich, Max	1974	Science fiction	Science fiction	0.12543334066867828	1.4741387367248535
00021182	Ripley's game	Highsmith, Patricia	1974	Detective and mystery	Detective and mystery	6.009459495544434	-0.2176530957221985
00021191	The Matlock paper	Ludlum, Robert	1974	Adventure	Adventure	-4.279000282287598	7.417046546936035
00021234	The second story man	Albert, Mimi	1975	Detective and mystery	Detective and mystery	1.2235932350158691	-0.7841074466705322
00021244	Ecotopia	Callenbach, Ernest	1975	Science fiction	Science fiction	-6.049890041351318	3.674896478652954
00021252	The Holland suggestions	Dunning, John	1975	Detective and mystery	Detective and mystery	4.316597938537598	7.315112113952637
00021284	Newton and the quasi-apple	Schmidt, Stanley	1975	Science fiction	Science fiction	-8.823016166687012	1.6586718559265137
00021286	The stochastic man	Silverberg, Robert	1975	Science fiction	Science fiction	-5.116652488708496	2.5639584064483643
00021300	The eyes of Buddha	Ball, John Dudley	1976	Detective and mystery	Detective and mystery	8.150102615356445	1.9110760688781738
00021342	Someone is killing the great chefs of Europe	Lyons, Nan	1976	Detective and mystery	Detective and mystery	6.070088863372803	0.585899293422699
00021353	The Thomas Berryman number	Patterson, James	1976	Detective and mystery	Detective and mystery	5.901566982269287	7.812150955200195
00021358	Bloodbrothers	Price, Richard	1976	Domestic	Domestic	5.251542091369629	9.510777473449707
00021360	Games	Pronzini, Bill	1976	Adventure	Adventure	-0.40712684392929077	6.0393967628479
00021390	A spell for Chameleon	Anthony, Piers	1977	Fantasy	Fantasy	-10.542896270751953	-0.5514950156211853
00021396	The sword of Shannara	Brooks, Terry	1977	Fantasy	Fantasy	-10.814866065979004	-3.3347814083099365
00021416	The Illearth war	Donaldson, Stephen R	1977	Fantasy	Fantasy	-11.030488014221191	-3.4395246505737305
00021440	My son: the druggist	Kaye, Marvin	1977	Detective and mystery	Detective and mystery	7.903573989868164	2.7234530448913574
00021483	The Ophiuchi hotline	Varley, John	1977	Science fiction	Science fiction	-8.503724098205566	3.3389859199523926
00021487	Listening to Billie	Adams, Alice	1978	Domestic	Domestic	0.3460628390312195	0.5207906365394592
00021514	Running dog	DeLillo, Don	1978	Political	Political	-3.0549731254577637	7.598735332489014
00021533	Falling angel	Hjortsberg, William	1978	Detective and mystery	Detective and mystery	4.950308799743652	10.605681419372559
00021558	Uncle	Markus, Julia	1978	Domestic	Domestic	1.3528740406036377	0.47984009981155396
00021597	Castle Roogna	Anthony, Piers	1979	Fantasy	Fantasy	-10.547616958618164	-0.6278891563415527
00021601	The burglar who liked to quote Kipling	Block, Lawrence	1979	Detective and mystery	Detective and mystery	8.770082473754883	5.362373352050781
00021617	A gross carriage of justice	Fish, Robert L.	1979	Detective and mystery	Detective and mystery	7.0567450523376465	-2.7613308429718018
00021674	Nothing lasts forever	Thorp, Roderick	1979	Detective and mystery	Detective and mystery	-2.180549383163452	8.768641471862793
00021692	The salt eaters	Bambara, Toni Cade	1980	Domestic	Domestic	-0.6583285927772522	3.815255641937256
00021717	Motor City blue	Estleman, Loren D	1980	Detective and mystery	Detective and mystery	4.582666873931885	10.410378456115723
00021725	Port Tropique	Gifford, Barry	1980	Detective and mystery	Detective and mystery	7.066029071807861	5.0880632400512695
00021726	The Empire strikes back	Glut, Donald F	1980	Science fiction	Science fiction	-11.500446319580078	5.593919277191162
00021743	Yellowfish	Keeble, John	1980	Adventure	Adventure	-1.6886180639266968	6.1476311683654785
00021744	Death wears a red hat	Kienzle, William X	1980	Detective and mystery	Detective and mystery	-4.369175434112549	4.501097202301025
00021766	Burn this	McCloy, Helen	1980	Detective and mystery	Detective and mystery	6.720189094543457	-3.2000508308410645
00021774	The spinner	Piserchia, Doris	1980	Science fiction	Science fiction	-6.774683475494385	3.343637704849243
00021800	Wizard	Varley, John	1980	Science fiction	Science fiction	-7.764997959136963	3.850158452987671
00021815	Voyagers	Bova, Ben	1981	Science fiction	Science fiction	-7.544839382171631	6.241908073425293
00021832	Valis	Dick, Philip K	1981	Science fiction	Science fiction	-5.5269365310668945	2.162501811981201
00021906	The covenant of the crown	Weinstein, Howard	1981	Science fiction	Science fiction	-12.632747650146484	0.9399663209915161
00021975	Pinball	Kosinski, Jerzy	1982	Detective and mystery	Detective and mystery	-2.0950429439544678	1.636277437210083
00021981	Channel's destiny	Lorrah, Jean	1982	Science fiction	Science fiction	-8.77595043182373	-1.1362704038619995
00021982	The Parsifal mosaic	Ludlum, Robert	1982	Adventure	Adventure	-5.149921417236328	7.512388229370117
00021984	Cinnamon skin	MacDonald, John D.	1982	Detective and mystery	Detective and mystery	-2.1319265365600586	7.8803181648254395
00021990	Embers of dawn	Matthews, Patricia	1982	Romance	Romance	-1.7394028902053833	-3.0107953548431396
00021991	Beauty and the beast	McBain, Ed	1982	Detective and mystery	Detective and mystery	8.938194274902344	5.753514289855957
00021994	Fletch's Moxie	Mcdonald, Gregory	1982	Detective and mystery	Detective and mystery	6.918277263641357	5.559611797332764
00022021	Dinner at the Homesick Restaurant	Tyler, Anne	1982	Domestic	Domestic	1.952459692955017	3.0281283855438232
00022029	Stalking horse	Wilcox, Collin	1982	Detective and mystery	Detective and mystery	10.32625675201416	3.2277679443359375
00022034	American sextet	Adler, Warren	1983	Detective and mystery	Detective and mystery	-1.7387558221817017	4.51391077041626
00011634	Lonesome road	Wentworth, Patricia	1939	Detective and mystery	Detective and mystery	6.983913898468018	-7.068985462188721
00011666	Bushranger of the skies	Upfield, Arthur W.	1940	Detective and mystery	Detective and mystery	5.1335577964782715	-7.377668857574463
00011680	Envious Casca	Heyer, Georgette	1941	Detective and mystery	Detective and mystery	7.180778503417969	-8.232585906982422
00011703	Five little pigs	Christie, Agatha	1942	Detective and mystery	Detective and mystery	7.634398460388184	-7.8867621421813965
00011742	Death comes as the end	Christie, Agatha	1944	Detective and mystery	Detective and mystery	0.4386025369167328	-8.21257209777832
00011763	I'll say she does!	Cheyney, Peter	1945	Detective and mystery	Detective and mystery	9.498922348022461	-5.848495006561279
00011775	Scarlet feather	Grant, Joan Marshall	1945	Historical	Historical	-7.2334513664245605	-2.331284999847412
00011804	A Scots quair	Mitchell, James Leslie	1946	Domestic	Domestic	2.092325448989868	-6.892464637756348
00011834	The haunted woman	Lindsay, David	1947	Fantasy	Fantasy	0.5433449149131775	-9.69177532196045
00011850	Dark Bahama	Cheyney, Peter	1948	Detective and mystery	Detective and mystery	9.377077102661133	-5.973014831542969
00011865	An author bites the dust	Upfield, Arthur W.	1948	Detective and mystery	Detective and mystery	5.454616546630859	-7.67457389831543
